
---------- Begin Simulation Statistics ----------
simSeconds                                   2.372079                       # Number of seconds simulated (Second)
simTicks                                 2372079306500                       # Number of ticks simulated (Tick)
finalTick                                2372079306500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   5984.71                       # Real time elapsed on the host (Second)
hostTickRate                                396356715                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1231868                       # Number of bytes of host memory used (Byte)
simInsts                                   3441222909                       # Number of instructions simulated (Count)
simOps                                     3441223203                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   575003                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     575003                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       4744158740                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.378626                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.725360                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3442812730                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  8433858                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3445795657                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 714646                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             10023384                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7482609                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1521                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          4743191563                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.426427                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.600207                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig       102536      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total   3441223203                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl    202246594                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl    184044975                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl     18201619                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl    139612936                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl     62633658                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall     17994327                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn     17994322                       # Class of control type instructions committed (Count)
system.cpu.dcache.demandHits::cpu.data     1142768909                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total        1142768909                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data    1142768909                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total       1142768909                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data     10371791                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total        10371791                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data     10371791                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total       10371791                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data 613949333047                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total 613949333047                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data 613949333047                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total 613949333047                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data   1153140700                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total    1153140700                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data   1153140700                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total   1153140700                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.008994                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.008994                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.008994                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.008994                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 59194.148151                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 59194.148151                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 59194.148151                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 59194.148151                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs     29007582                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets          240                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs       774451                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            8                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      37.455671                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets           30                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks      3152734                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total           3152734                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data      4459475                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total       4459475                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data      4459475                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total      4459475                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data      5912316                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total      5912316                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data      5912316                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total      5912316                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data 373007450645                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total 373007450645                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data 373007450645                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total 373007450645                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.005127                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.005127                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.005127                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.005127                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 63089.904302                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 63089.904302                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 63089.904302                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 63089.904302                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                5911297                       # number of replacements (Count)
system.cpu.dcache.LoadLockedReq.hits::cpu.data          110                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.hits::total          110                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.misses::cpu.data           14                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.misses::total           14                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.missLatency::cpu.data       984000                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.missLatency::total       984000                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.accesses::cpu.data          124                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.accesses::total          124                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.missRate::cpu.data     0.112903                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.missRate::total     0.112903                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.avgMissLatency::cpu.data 70285.714286                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.avgMissLatency::total 70285.714286                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.mshrHits::cpu.data            7                       # number of LoadLockedReq MSHR hits (Count)
system.cpu.dcache.LoadLockedReq.mshrHits::total            7                       # number of LoadLockedReq MSHR hits (Count)
system.cpu.dcache.LoadLockedReq.mshrMisses::cpu.data            7                       # number of LoadLockedReq MSHR misses (Count)
system.cpu.dcache.LoadLockedReq.mshrMisses::total            7                       # number of LoadLockedReq MSHR misses (Count)
system.cpu.dcache.LoadLockedReq.mshrMissLatency::cpu.data       515000                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.mshrMissLatency::total       515000                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.mshrMissRate::cpu.data     0.056452                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.mshrMissRate::total     0.056452                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.avgMshrMissLatency::cpu.data 73571.428571                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.avgMshrMissLatency::total 73571.428571                       # average LoadLockedReq mshr miss latency ((Tick/Count))
