
---------- Begin Simulation Statistics ----------
simSeconds                                   1.597780                       # Number of seconds simulated (Second)
simTicks                                 1597779716500                       # Number of ticks simulated (Tick)
finalTick                                1597779716500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   5148.90                       # Real time elapsed on the host (Second)
hostTickRate                                310314777                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1231868                       # Number of bytes of host memory used (Byte)
simInsts                                   3441221206                       # Number of instructions simulated (Count)
simOps                                     3441221500                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   668341                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     668341                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       3195559465                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.928612                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.076876                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3441812622                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  8433902                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3443807554                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1661901                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              9025023                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           8135557                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1485                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          3194386788                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.939527                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.985710                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdStridedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad          116      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig       102536      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total   3441221500                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl    202246488                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl    184044869                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl     18201619                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl    139612831                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl     62633657                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall     17994327                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn     17994322                       # Class of control type instructions committed (Count)
system.cpu.dcache.demandHits::cpu.data     1059429670                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total        1059429670                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data    1059429670                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total       1059429670                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data     11028039                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total        11028039                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data     11028039                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total       11028039                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data 640525988695                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total 640525988695                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data 640525988695                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total 640525988695                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data   1070457709                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total    1070457709                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data   1070457709                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total   1070457709                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.010302                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.010302                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.010302                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.010302                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 58081.585375                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 58081.585375                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 58081.585375                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 58081.585375                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs     29063536                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs       775440                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      37.480058                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks      3152582                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total           3152582                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data      5115962                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total       5115962                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data      5115962                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total      5115962                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data      5912077                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total      5912077                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data      5912077                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total      5912077                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data 362772264646                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total 362772264646                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data 362772264646                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total 362772264646                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.005523                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.005523                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.005523                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.005523                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 61361.221217                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 61361.221217                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 61361.221217                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 61361.221217                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                5911056                       # number of replacements (Count)
system.cpu.dcache.LoadLockedReq.hits::cpu.data           99                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.hits::total           99                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.misses::cpu.data           14                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.misses::total           14                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.missLatency::cpu.data      1040500                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.missLatency::total      1040500                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.accesses::cpu.data          113                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.accesses::total          113                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.missRate::cpu.data     0.123894                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.missRate::total     0.123894                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.avgMissLatency::cpu.data 74321.428571                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.avgMissLatency::total 74321.428571                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.mshrHits::cpu.data           10                       # number of LoadLockedReq MSHR hits (Count)
system.cpu.dcache.LoadLockedReq.mshrHits::total           10                       # number of LoadLockedReq MSHR hits (Count)
